ID,Date,Date1,Species,Capture Time,Sex,Age,Mass,Forearm,Fat,Lean,Free_Water,Total_Body_Water,Season,Tibia Length,Repro Status,State,County,Site Name,Comments
EA1-TABR-117,06.10.2016,10-Jun-16,Tadarida brasiliensis,12:02:00 AM,F,A,15.9,42.7,2.34,9.68,0.33,7.85,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Release times between 02:20-02:56"
EA1-TABR-118,06.10.2016,10-Jun-16,Tadarida brasiliensis,12:10:00 AM,M,A,13,44.9,1.77,8.82,0.08,6.49,,,NOT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-119,06.10.2016,10-Jun-16,Tadarida brasiliensis,12:59:00 AM,F,A,12.7,43.5,1.46,7.78,0,5.56,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-12,05.24.2016,24-May-16,Tadarida brasiliensis,12:36:00 AM,F,A,13,44.5,,,,,,,,TX,Uvalde,Frio Cave,"all liver in L.A, organs collected not specified in TK book, check actual samples, 20ul blood tested instead of 15ul"
EA1-TABR-120,06.10.2016,10-Jun-16,Tadarida brasiliensis,1:09:00 AM,M,A,13.1,43.5,1.43,9.67,0.12,8.35,,,NOT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-121,06.10.2016,10-Jun-16,Tadarida brasiliensis,12:21:00 AM,F,A,11.5,41.8,1.39,8.2,0.01,6.91,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-122,06.10.2016,10-Jun-16,Tadarida brasiliensis,1:13:00 AM,F,A,13.6,43.1,2.36,8.83,0,0.47,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-123,06.10.2016,10-Jun-16,Tadarida brasiliensis,1:20:00 AM,F,A,12.6,43.5,1.8,8.52,0.22,0,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Data doesn't make sense"
EA1-TABR-124,06.10.2016,10-Jun-16,Tadarida brasiliensis,1:20:00 AM,F,A,12.3,41.6,1.9,8.51,0,6.72,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-125,06.10.2016,10-Jun-16,Tadarida brasiliensis,1:38:00 AM,F,A,12.7,42.3,2.28,8.46,0.09,7.25,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Do not have release time"
EA1-TABR-126,06.11.2016,11-Jun-16,Tadarida brasiliensis,8:53:00 PM,F,A,14.9,43.2,1.99,8.82,2.08,3.92,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-127,06.11.2016,11-Jun-16,Tadarida brasiliensis,8:53:00 PM,M,A,12.9,43,2.41,7.03,0.82,0,,,NOT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR, Data doesn't make sense"
EA1-TABR-128,06.11.2016,11-Jun-16,Tadarida brasiliensis,8:47:00 PM,F,A,15.3,43.2,2.37,10.25,0,9.03,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-129,06.11.2016,11-Jun-16,Tadarida brasiliensis,8:48:00 PM,F,A,12.1,44.7,1.98,8.03,0,6.45,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-13,05.24.2016,24-May-16,Tadarida brasiliensis,12:36:00 AM,F,A,12.4,44.4,,,,,,,PREG,TX,Uvalde,Frio Cave,"organs collected not specified in TK book, check actual samples, 20ul blood tested instead of 15ul"
EA1-TABR-130,06.11.2016,11-Jun-16,Tadarida brasiliensis,8:49:00 PM,F,A,14.7,43.1,1.86,9.67,0,7.65,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-131,06.11.2016,11-Jun-16,Tadarida brasiliensis,8:50:00 PM,F,A,14.8,41.9,1.4,10.83,0,3.92,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-132,06.11.2016,11-Jun-16,Tadarida brasiliensis,8:51:00 PM,F,A,11.4,43.2,0.93,8.69,3.12,2.81,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-133,06.11.2016,11-Jun-16,Tadarida brasiliensis,8:50:00 PM,F,A,12.7,43.6,2.31,7.8,0.38,4.47,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-134,06.11.2016,11-Jun-16,Tadarida brasiliensis,8:52:00 PM,F,A,14.1,41.7,1.76,9.88,2.63,6.14,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-135,06.11.2016,11-Jun-16,Tadarida brasiliensis,8:52:00 PM,F,A,11.8,42,1.54,8.6,0,2.44,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-136,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:11:00 PM,F,A,14.3,43,2.1,9.51,0.81,7.05,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-137,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:13:00 PM,F,A,11.6,42.6,1.75,7.65,0.9,6.86,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-138,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:15:00 PM,F,A,15.2,42.5,2.15,8.2,1.23,2.34,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-139,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:13:00 PM,F,A,16.9,42.5,2.46,11.66,2.85,7,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-14,05.24.2016,24-May-16,Tadarida brasiliensis,12:46:00 AM,F,A,14.3,43.2,,,,,,,PREG,TX,Uvalde,Frio Cave,"all liver in L.A, organs collected not specified in TK book, check actual samples, 20ul blood tested instead of 15ul"
EA1-TABR-140,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:10:00 PM,F,A,16.7,43.9,1.87,11.71,0,6.34,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-141,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:07:00 PM,F,A,16.2,43.5,1.41,12.14,1.91,2.62,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-142,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:08:00 PM,F,A,16.2,42.8,2.69,10.66,1.88,6.62,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-143,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:09:00 PM,F,A,14.9,42.3,1.85,8.59,0.38,2.78,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-144,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:14:00 PM,F,A,18.5,45.3,2.65,12.93,0,7.76,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-145,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:10:00 PM,F,A,14.8,41.1,1.9,10.22,0.4,1.14,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-146,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:46:00 PM,F,A,16.3,44.8,4.18,10.81,0.31,2.38,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR, Next 20 bats times are mixed"
EA1-TABR-147,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:47:00 PM,F,A,14.9,43.1,2.18,9.48,4.64,5.44,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-148,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:59:00 PM,F,A,14.9,43.6,0.98,9.75,0,4.63,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-149,06.11.2016,11-Jun-16,Tadarida brasiliensis,10:06:00 PM,F,A,13.1,42.5,3.39,7.38,4.14,3.9,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-15,05.24.2016,24-May-16,Tadarida brasiliensis,1:00:00 AM,M,A,12.5,44.7,,,,,,,NOT,TX,Uvalde,Frio Cave,"all liver in L.A, organs collected not specified in TK book, check actual samples, 20ul blood tested instead of 15ul"
EA1-TABR-150,06.11.2016,11-Jun-16,Tadarida brasiliensis,10:05:00 PM,F,A,13.8,44,2.63,7.73,2.04,4.23,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-151,06.11.2016,11-Jun-16,Tadarida brasiliensis,10:02:00 PM,F,A,12.4,43,1.59,8.46,2.57,4.5,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-152,06.11.2016,11-Jun-16,Tadarida brasiliensis,10:06:00 PM,M,A,13.8,42.6,1.76,7.84,0,0,,,NOT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-153,06.11.2016,11-Jun-16,Tadarida brasiliensis,10:08:00 PM,F,A,12.1,42.6,3,5.04,0.77,0,,,NEV,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-154,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:49:00 PM,F,A,15.8,42.5,1.58,9.35,0,8.51,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-155,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:48:00 PM,M,A,12.7,42.4,1.95,8.43,8.77,6.04,,,NOT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-156,06.11.2016,11-Jun-16,Tadarida brasiliensis,10:10:00 PM,F,A,15.8,43.1,1.14,10.83,0.02,6.76,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-157,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:55:00 PM,F,A,15.8,43.6,1.41,11.46,5.43,5.25,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-158,06.11.2016,11-Jun-16,Tadarida brasiliensis,10:19:00 PM,M,A,13,43.5,2.05,8.32,0,6.71,,,NOT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-159,06.11.2016,11-Jun-16,Tadarida brasiliensis,10:08:00 PM,M,A,13.3,43.8,1.81,9,0,3.48,,,NOT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-16,05.24.2016,24-May-16,Tadarida brasiliensis,1:13:00 AM,M,A,11.7,43.4,,,,,,,NOT,TX,Uvalde,Frio Cave,"all liver in L.A, organs collected not specified in TK book, check actual samples, 20ul blood tested instead of 15ul"
EA1-TABR-160,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:50:00 PM,M,A,12.5,44.4,1.7,8.12,0.35,7.04,,,NOT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-161,06.11.2016,11-Jun-16,Tadarida brasiliensis,10:21:00 PM,F,A,15.6,44.9,,,,,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-162,06.11.2016,11-Jun-16,Tadarida brasiliensis,10:24:00 PM,F,A,16.2,42.4,2.26,10.16,3.24,8.56,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-163,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:50:00 PM,M,A,12.3,43.6,1.67,8.26,1.08,2.58,,,NOT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-164,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:49:00 PM,M,A,11.7,42.7,1.26,8.51,0.51,1.87,,,NOT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-165,06.11.2016,11-Jun-16,Tadarida brasiliensis,9:58:00 PM,F,A,14.6,42.6,1.88,9.73,0,6.91,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-166,06.11.2016,11-Jun-16,Tadarida brasiliensis,12:11:00 AM,F,A,13.2,43.7,1.58,9.44,0.25,7.53,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-167,06.11.2016,11-Jun-16,Tadarida brasiliensis,12:14:00 AM,F,A,12,42,3.61,5.99,10.64,0,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-168,06.11.2016,11-Jun-16,Tadarida brasiliensis,12:14:00 AM,F,A,12.9,43.5,1.82,7.65,4.85,2.53,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-169,06.11.2016,11-Jun-16,Tadarida brasiliensis,1:15:00 AM,F,A,12.7,43.6,3.96,5.41,2.09,2.07,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-17,05.25.2016,25-May-16,Tadarida brasiliensis,8:21:00 PM,F,A,16.7,43.4,,,,,,,PREG,TX,Uvalde,Frio Cave,"all liver in L.A, organs collected not specified in TK book, check actual samples, 20ul blood tested instead of 15ul"
EA1-TABR-170,06.11.2016,11-Jun-16,Tadarida brasiliensis,12:41:00 PM,F,A,14.1,43.4,1.76,8.02,7.58,5.47,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-171,06.11.2016,11-Jun-16,Tadarida brasiliensis,12:41:00 AM,F,A,11.8,43.1,1.63,7.64,0,6.06,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-172,06.11.2016,11-Jun-16,Tadarida brasiliensis,12:41:00 AM,F,A,14.1,42.8,3.05,8.46,0,1.72,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-173,06.11.2016,11-Jun-16,Tadarida brasiliensis,1:11:00 AM,F,A,13,42.6,2.12,8.28,0,7.49,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-174,06.11.2016,11-Jun-16,Tadarida brasiliensis,12:27:00 AM,F,A,12.2,43.1,,,,,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-175,06.11.2016,11-Jun-16,Tadarida brasiliensis,1:11:00 AM,F,A,12.9,41.9,2.34,7.37,3.29,3.78,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-176,06.11.2016,11-Jun-16,Tadarida brasiliensis,1:07:00 AM,F,A,12.6,43.3,2.44,7.87,2.23,5.22,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-177,06.11.2016,11-Jun-16,Tadarida brasiliensis,12:27:00 AM,F,A,12.6,42.3,1.69,8.01,0,0.31,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-178,06.11.2016,11-Jun-16,Tadarida brasiliensis,12:27:00 AM,F,A,14.5,43.6,2.61,8.44,0.63,7.07,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-179,06.11.2016,11-Jun-16,Tadarida brasiliensis,12:27:00 AM,F,A,12.4,43.7,1.97,8.06,15.16,1.62,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-18,05.25.2016,25-May-16,Tadarida brasiliensis,8:30:00 PM,M,A,14,43.1,,,,,,,NOT,TX,Uvalde,Frio Cave,"organs collected not specified in TK book, check actual samples, 20ul blood tested instead of 15ul"
EA1-TABR-180,06.11.2016,11-Jun-16,Tadarida brasiliensis,12:14:00 AM,F,A,13.5,43.6,2.92,8.01,4.87,0,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Generator wasn't charging batteries, Invertor reads error code (EO1) and shuts off power and cooling to QMR"
EA1-TABR-181,06.17.2016,17-Jun-16,Tadarida brasiliensis,8:40:00 PM,F,A,11.8,42.5,1.64,7.97,0,6.62,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-182,06.17.2016,17-Jun-16,Tadarida brasiliensis,8:42:00 PM,F,A,10.9,42.1,1.27,7.53,0.02,5.72,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-183,06.17.2016,17-Jun-16,Tadarida brasiliensis,8:42:00 PM,F,A,13.5,42.7,1.74,9.24,0.15,8.16,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-184,06.17.2016,17-Jun-16,Tadarida brasiliensis,8:44:00 PM,F,A,11.9,44.3,1.5,8.39,0.58,5.98,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-185,06.17.2016,17-Jun-16,Tadarida brasiliensis,8:43:00 PM,F,A,10.6,42.9,1.25,7.61,0,4.44,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-186,06.17.2016,17-Jun-16,Tadarida brasiliensis,8:41:00 PM,F,A,11.5,41.3,1.55,7.89,0,2.65,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-187,06.17.2016,17-Jun-16,Tadarida brasiliensis,8:40:00 PM,F,A,11.3,42.4,,,,,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize, Data doesn't make sense"
EA1-TABR-188,06.17.2016,17-Jun-16,Tadarida brasiliensis,8:41:00 PM,F,A,11.7,43.3,1.57,7.43,1.5,0,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize, Data doesn't make sense"
EA1-TABR-189,06.17.2016,17-Jun-16,Tadarida brasiliensis,8:44:00 PM,F,A,11.5,42.5,1.46,8.18,0,3.66,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-19,05.25.2016,25-May-16,Tadarida brasiliensis,8:50:00 PM,M,A,13.4,44.1,,,,,,,NOT,TX,Uvalde,Frio Cave,"all liver in L.A, intestines for histology, organs collected not specified in TK book, check actual samples, 20ul blood tested instead of 15ul"
EA1-TABR-190,06.17.2016,17-Jun-16,Tadarida brasiliensis,9:16:00 PM,F,A,12.2,43.6,1.94,8.12,2.35,1.75,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-191,06.17.2016,17-Jun-16,Tadarida brasiliensis,9:14:00 PM,F,A,12.8,43.4,1.35,9.25,0.97,6.9,,,NEV,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-192,06.17.2016,17-Jun-16,Tadarida brasiliensis,9:15:00 PM,F,A,12.4,44.3,1.69,8.65,0,2.66,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-193,06.17.2016,17-Jun-16,Tadarida brasiliensis,9:11:00 PM,F,A,12.6,42,1.97,7.94,0.34,6.61,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-194,06.17.2016,17-Jun-16,Tadarida brasiliensis,9:13:00 PM,F,A,14.9,43.9,1.92,8.86,0.75,8.59,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-195,06.17.2016,17-Jun-16,Tadarida brasiliensis,9:10:00 PM,F,A,12.7,44.4,1.62,8.69,0.53,1.58,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-196,06.17.2016,17-Jun-16,Tadarida brasiliensis,9:11:00 PM,M,A,11.9,42.9,1.3,8,0,6.91,,,NOT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-197,06.17.2016,17-Jun-16,Tadarida brasiliensis,9:09:00 PM,F,A,10.5,41.4,1.76,5.29,0.59,0,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-198,06.17.2016,17-Jun-16,Tadarida brasiliensis,9:07:00 PM,F,A,15.9,43.3,2.68,10.7,0,8.7,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-199,06.17.2016,17-Jun-16,Tadarida brasiliensis,9:14:00 PM,F,A,12.2,43.4,2.03,8.19,1.67,7.07,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-2,04.16.2016,16-Apr-16,Tadarida brasiliensis,7:56:00 PM,F,A,12.4,45,,,,,,,PREG,TX,Uvalde,Frio Cave,
EA1-TABR-20,05.25.2016,25-May-16,Tadarida brasiliensis,8:58:00 PM,F,A,16.2,43.3,,,,,,,PREG,TX,Uvalde,Frio Cave,"intestines for histology, organs collected not specified in TK book, check actual samples, 20ul blood tested instead of 15ul"
EA1-TABR-200,06.17.2016,17-Jun-16,Tadarida brasiliensis,9:11:00 PM,M,A,11.4,41.8,1.19,8.2,1.1,5.73,,,NOT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
