ID,Date,Date1,Species,Capture Time,Sex,Age,Mass,Forearm,Fat,Lean,Free_Water,Total_Body_Water,Season,Tibia Length,Repro Status,State,County,Site Name,Comments
EA1-TABR-201,06.17.2016,17-Jun-16,Tadarida brasiliensis,9:38:00 PM,F,A,12.2,43.1,2.07,8.05,0.81,3.53,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-202,06.17.2016,17-Jun-16,Tadarida brasiliensis,9:43:00 PM,F,A,11.2,39.8,1.52,7.4,0,6.05,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-203,06.17.2016,17-Jun-16,Tadarida brasiliensis,11:04:00 PM,M,A,12,43.6,1.21,8.57,0,7.2,,,NOT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize, Beginning of returning"
EA1-TABR-204,06.17.2016,17-Jun-16,Tadarida brasiliensis,10:52:00 PM,F,A,11.5,43.1,2.03,7.33,1.13,1.55,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-205,06.17.2016,17-Jun-16,Tadarida brasiliensis,11:04:00 PM,F,A,11.3,45.2,0.86,7.96,1.39,4.23,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-206,06.17.2016,17-Jun-16,Tadarida brasiliensis,10:53:00 PM,F,A,10.8,43.7,1.25,7.45,0.55,3.08,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-207,06.17.2016,17-Jun-16,Tadarida brasiliensis,10:53:00 PM,F,A,13.2,43.3,2.23,6.3,0,0,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize, Data doesn't make sense"
EA1-TABR-208,06.17.2016,17-Jun-16,Tadarida brasiliensis,11:09:00 PM,F,A,13.6,43.9,2.12,9.06,0.22,3.09,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-209,06.17.2016,17-Jun-16,Tadarida brasiliensis,10:58:00 PM,F,A,12.1,42.8,1.5,7.78,0,4.25,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-21,05.25.2016,25-May-16,Tadarida brasiliensis,11:05:00 PM,M,A,12.2,42.1,,,,,,,NOT,TX,Uvalde,Frio Cave,"all liver in L.A, intestines for histology, organs collected not specified in TK book, check actual samples, 20ul blood tested instead of 15ul"
EA1-TABR-210,06.17.2016,17-Jun-16,Tadarida brasiliensis,10:58:00 PM,F,A,9.9,41.9,1.04,6.9,0.04,4.59,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-211,06.17.2016,17-Jun-16,Tadarida brasiliensis,11:04:00 PM,F,A,13,44.1,1.74,8.69,0.74,1.53,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-212,06.17.2016,17-Jun-16,Tadarida brasiliensis,11:15:00 PM,F,A,12.7,44.1,1.74,8.11,2.27,2.6,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-213,06.17.2016,17-Jun-16,Tadarida brasiliensis,11:33:00 PM,F,A,13.4,42,2.26,8.62,0.02,7.01,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-214,06.17.2016,17-Jun-16,Tadarida brasiliensis,11:22:00 PM,F,A,15.3,43.1,1.98,10.15,0.16,8.4,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-215,06.17.2016,17-Jun-16,Tadarida brasiliensis,11:22:00 PM,F,A,12.7,42.8,1.97,7.49,0.41,5.18,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-216,06.17.2016,17-Jun-16,Tadarida brasiliensis,11:32:00 PM,F,A,13,44.2,2.31,8.35,0,6.92,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-217,06.17.2016,17-Jun-16,Tadarida brasiliensis,11:15:00 PM,F,A,11.2,43.2,0.78,7.9,3.57,0.72,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-218,06.17.2016,17-Jun-16,Tadarida brasiliensis,11:35:00 PM,F,A,12.3,42.2,1.64,8.56,0,6.23,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-219,06.17.2016,17-Jun-16,Tadarida brasiliensis,11:27:00 PM,M,A,13.5,41.4,1.75,8.97,0.8,6.08,,,NOT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-22,05.25.2016,25-May-16,Tadarida brasiliensis,11:09:00 PM,F,A,12.9,44.8,,,,,,,PREG,TX,Uvalde,Frio Cave,"all liver in L.A, intestines for histology, organs collected not specified in TK book, check actual samples, 15ul blood tested"
EA1-TABR-220,06.17.2016,17-Jun-16,Tadarida brasiliensis,11:28:00 PM,F,A,13.8,43,2.25,7.18,0,5.06,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-221,06.17.2016,17-Jun-16,Tadarida brasiliensis,11:15:00 PM,F,A,13,44.4,1.78,8.75,0,4.5,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Emergence was short tonight ending around 21:43, Only able to get 22 bats during emergence (Three distinct sampling times), For all TK#'s we used lysol wipes to sterilize"
EA1-TABR-222,06.18.2016,18-Jun-16,Tadarida brasiliensis,8:45:00 PM,F,A,12.1,43.8,1.27,8.74,0,6.48,,,POST,TX,Uvalde,Frio Cave,Lagre group in attendance for emergence
EA1-TABR-223,06.18.2016,18-Jun-16,Tadarida brasiliensis,8:46:00 PM,F,A,11.6,44.7,1.68,7.91,0.89,0.92,,,LACT,TX,Uvalde,Frio Cave,Lagre group in attendance for emergence
EA1-TABR-224,06.18.2016,18-Jun-16,Tadarida brasiliensis,8:44:00 PM,F,A,11,42.2,0.91,8.09,2.04,2.42,,,PREV,TX,Uvalde,Frio Cave,Lagre group in attendance for emergence
EA1-TABR-225,06.18.2016,18-Jun-16,Tadarida brasiliensis,8:44:00 PM,F,A,13.5,44.8,1.81,9.34,1.37,0,,,LACT,TX,Uvalde,Frio Cave,Lagre group in attendance for emergence
EA1-TABR-226,06.18.2016,18-Jun-16,Tadarida brasiliensis,8:44:00 PM,F,A,11.9,43.1,1.6,8.1,1.11,1.23,,,LACT,TX,Uvalde,Frio Cave,Lagre group in attendance for emergence
EA1-TABR-227,06.18.2016,18-Jun-16,Tadarida brasiliensis,8:47:00 PM,F,A,11,42.9,1.53,7.42,0.44,6.14,,,LACT,TX,Uvalde,Frio Cave,Lagre group in attendance for emergence
EA1-TABR-228,06.18.2016,18-Jun-16,Tadarida brasiliensis,8:43:00 PM,F,A,11.1,42.3,0.66,8.33,0,0,,,POST,TX,Uvalde,Frio Cave,Lagre group in attendance for emergence
EA1-TABR-229,06.18.2016,18-Jun-16,Tadarida brasiliensis,8:46:00 PM,F,A,11.6,43.7,1.17,7.3,0,5.18,,,LACT,TX,Uvalde,Frio Cave,Lagre group in attendance for emergence
EA1-TABR-23,05.25.2016,25-May-16,Tadarida brasiliensis,11:27:00 PM,M,A,13.6,45.5,,,,,,,NOT,TX,Uvalde,Frio Cave,"all liver in L.A, intestines for histology, organs collected not specified in TK book, check actual samples "
EA1-TABR-230,06.18.2016,18-Jun-16,Tadarida brasiliensis,8:45:00 PM,F,A,11.8,43.6,1.56,7.99,0,0,,,POST,TX,Uvalde,Frio Cave,Lagre group in attendance for emergence
EA1-TABR-231,06.18.2016,18-Jun-16,Tadarida brasiliensis,8:44:00 PM,F,A,12.4,42.9,2.19,6.37,0.91,4.55,,,LACT,TX,Uvalde,Frio Cave,Lagre group in attendance for emergence
EA1-TABR-232,06.18.2016,18-Jun-16,Tadarida brasiliensis,8:43:00 PM,F,A,11.6,43.2,0.93,8.85,0.52,3.34,,,LACT,TX,Uvalde,Frio Cave,Lagre group in attendance for emergence
EA1-TABR-233,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:18:00 PM,F,A,14.9,43.6,2.47,9.76,0,8.27,,,PREG,TX,Uvalde,Frio Cave,Lagre group in attendance for emergence
EA1-TABR-234,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:16:00 PM,F,A,11.3,43.6,1.35,8.2,0,6.87,,,PREV,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-235,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:16:00 PM,F,A,10.6,40.1,1.19,7.64,0.72,4.75,,,NEV,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-236,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:15:00 PM,F,A,15.1,42.8,2.4,10.11,0.43,9.18,,,PREG,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-237,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:19:00 PM,F,A,13.1,44.2,1.97,8.98,1.77,3.76,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-238,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:18:00 PM,F,A,12.3,43.2,1.54,8.76,0.8,5.87,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-239,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:19:00 PM,M,A,12.4,43.1,0.98,9.03,0,0,,,NOT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-24,05.30.2016,30-May-16,Tadarida brasiliensis,10:41:00 PM,F,A,14.1,45.4,1.6,10.76,0.39,9.74,,,PREG,TX,Uvalde,Frio Cave,River very swollen
EA1-TABR-240,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:16:00 PM,F,A,16.1,43,0.63,13.08,0.85,11.04,,,PREG,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-241,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:17:00 PM,F,A,11.6,42.8,,,,,,,POST,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Data doesn't make sense"
EA1-TABR-242,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:43:00 PM,F,A,12.6,43.9,1.97,8.03,0,5.36,,,POST,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-243,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:42:00 PM,F,A,11.8,42,1.71,8.03,1.84,3.65,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-244,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:43:00 PM,F,A,11.7,41.2,1.56,8.01,0,0,,,NEV,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-245,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:44:00 PM,M,A,12.1,42.8,1.65,8.42,0.7,2.46,,,NOT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-246,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:37:00 PM,M,A,12.6,42.9,1.73,8.92,0.14,7.13,,,NOT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-247,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:46:00 PM,F,A,12.6,44.2,1.7,7.8,0,6.48,,,PREV,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-248,06.18.2016,18-Jun-16,Tadarida brasiliensis,10:06:00 PM,F,A,11.8,41.3,1.68,8.19,0.11,7.12,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-249,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:42:00 PM,F,A,12.2,43.5,1.66,8.56,0.79,5.8,,,PREV,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-25,05.30.2016,30-May-16,Tadarida brasiliensis,10:50:00 PM,F,A,13.3,42.3,1.38,10.28,0.06,9.31,,,PREG,TX,Uvalde,Frio Cave,River very swollen
EA1-TABR-250,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:41:00 PM,M,A,13,42.2,1.75,9.21,0,7.83,,,NOT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-251,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:36:00 PM,F,A,12.8,43.1,2.11,8.57,2.15,4.81,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-252,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:40:00 PM,F,A,10.9,43,1.17,7.75,0.98,5.26,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-253,06.18.2016,18-Jun-16,Tadarida brasiliensis,9:57:00 PM,M,A,13.2,42.5,1.76,9.33,0.02,8.03,,,NOT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-254,06.18.2016,18-Jun-16,Tadarida brasiliensis,10:04:00 PM,F,A,11.7,43.9,1.25,8.08,0.22,2.5,,,PREV,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, End of emergence"
EA1-TABR-255,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:41:00 PM,F,A,15.6,43.2,2.97,9.95,0.24,8.8,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, Beginning of returning, TK# 246310"
EA1-TABR-256,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:45:00 PM,F,A,12.5,42.3,1.68,8.73,0.54,6.81,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-257,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:10:00 PM,F,A,11.8,43,1.27,8.42,0.25,5.48,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-258,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:10:00 PM,F,A,16.8,42.4,2.86,10.79,0.61,9.18,,,PREG,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-259,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:28:00 PM,F,A,12,42.1,1.49,8.03,0,3.89,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-26,05.30.2016,30-May-16,Tadarida brasiliensis,12:18:00 AM,M,A,14.6,42.8,2.17,11.31,0,10.23,,,NOT,TX,Uvalde,Frio Cave,River very swollen
EA1-TABR-260,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:25:00 PM,F,A,12.8,43.3,2.05,8.72,0,6.91,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-261,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:49:00 PM,M,A,14.6,41.1,2.33,8.32,0,7.15,,,NOT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-262,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:21:00 PM,F,A,11.5,44,1.04,8.34,0,6.67,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-263,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:35:00 PM,F,A,15.2,42.5,2.97,9.41,0,7.93,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-264,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:25:00 PM,F,A,12.5,44.8,2.12,8.21,0.01,4.73,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-265,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:56:00 PM,M,A,14.8,43.1,1.8,7.92,0,5.05,,,NOT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-266,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:47:00 PM,F,A,13.3,43.9,2.51,8.67,0,6.71,,,POST,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-267,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:40:00 PM,F,A,12,44.2,1.38,8.34,0.33,5.47,,,PREV,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-268,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:21:00 PM,F,A,15.2,45.2,2.9,9.7,0,8.29,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-269,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:41:00 PM,F,A,12.6,42.7,1.61,8.79,0,1.82,,,PREV,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-27,05.30.2016,30-May-16,Tadarida brasiliensis,12:18:00 AM,F,A,14.5,40.8,2.24,12.86,0.38,11.23,,,PREG,TX,Uvalde,Frio Cave,River very swollen
EA1-TABR-270,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:37:00 PM,F,A,15.7,43.2,2.75,9.77,0,6.24,,,NEV,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-271,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:34:00 PM,F,A,11.8,41.8,1.35,8.53,0,5.14,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-272,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:10:00 PM,F,A,12.1,43.6,1.98,8.33,2.19,5.55,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-273,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:30:00 PM,F,A,11.8,42,1.35,8.59,0.14,5.46,,,LACT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-274,06.18.2016,18-Jun-16,Tadarida brasiliensis,11:13:00 PM,M,A,14.1,42.6,2.07,9.52,0,2.33,,,NOT,TX,Uvalde,Frio Cave,Large group in attendance for emergence
EA1-TABR-275,06.24.2016,24-Jun-16,Tadarida brasiliensis,8:39:00 PM,F,A,12,43.3,1.53,8.14,0.03,6.28,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, High density but short emergence"
EA1-TABR-276,06.24.2016,24-Jun-16,Tadarida brasiliensis,8:40:00 PM,F,A,14.8,42.9,1.66,10.12,0.85,8.74,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, High density but short emergence"
EA1-TABR-277,06.24.2016,24-Jun-16,Tadarida brasiliensis,8:39:00 PM,F,A,11.9,42.5,1.1,8.74,0.3,4.06,,,POST,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, High density but short emergence"
EA1-TABR-278,06.24.2016,24-Jun-16,Tadarida brasiliensis,8:40:00 PM,F,A,10.8,42.7,1.2,7.87,0,2.56,,,POST,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, High density but short emergence"
EA1-TABR-279,06.24.2016,24-Jun-16,Tadarida brasiliensis,8:38:00 PM,F,A,12.7,44.1,1.61,8.81,0.23,0,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, High density but short emergence, Data doesn't make sense"
EA1-TABR-28,05.30.2016,30-May-16,Tadarida brasiliensis,12:18:00 AM,F,A,17,41.8,2.54,12.78,0.33,11.9,,,PREG,TX,Uvalde,Frio Cave,River very swollen
EA1-TABR-280,06.24.2016,24-Jun-16,Tadarida brasiliensis,8:42:00 PM,F,A,11.3,44.1,1.33,8.21,0.1,6.68,,,LACT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, High density but short emergence"
EA1-TABR-281,06.24.2016,24-Jun-16,Tadarida brasiliensis,8:43:00 PM,F,A,14.8,44.3,1.84,10.29,0,9.13,,,PREG,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, High density but short emergence"
EA1-TABR-282,06.24.2016,24-Jun-16,Tadarida brasiliensis,8:42:00 PM,M,A,11.3,44,0.72,7.9,1.77,5.86,,,NOT,TX,Uvalde,Frio Cave,"Large group in attendance for emergence, High density but short emergence"
